회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최기찬 위원,1318,그것은 알고 있는데 우리 25개 기초지자체별로 사교육 실태에 대한 통계자료가 없다는 거죠. 왜 그렇죠? 이게 없이는 중장기교육계획이라든지 공교육 활성화를 위한 대책이라든지 계획을 만들기가 어렵잖아요. 그렇지 않겠어요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1319,사교육비 조사에 대해서는 교육혁신과에서 담당하고 있어서 저희가 교육통계를 총괄하고 있기는 한데 초등교육과하고 같이 상의해서 통계 한번 어떻게 반영할지 검토해 보겠습니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최기찬 위원,1320,"아니, 초등교육과는 알아요. 아는데 제가 관심 있는 것은 우리 기조실의 주임무가 총 예산을 쓰고 총 교육방향을 기획하는 곳 아닙니까? 그러면 25개 지자체별로 사교육 실태 정도는 파악이 돼야 교육지원청별로 대책안이 만들어지는 것 아니겠어요. 이렇게 안 하고 어떻게 공교육 활성화시킬 수 있습니까? 안 그래요, 기조실장님? 제가 알기로는 2011년도 이명박 정부 시절에 이거 우리 교육청에서 한번 해 보려고 통계청하고 교육부에 신청한 적이 있었죠? 그거 알고 계세요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1321,"아니요, 그것은 파악하지 못했습니다.",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최기찬 위원,1322,"그거 한번 신청한 적이 있었어요. 그런데 통계청에서 지정통계라고 해서 반려됐단 말이에요. 그러면 우리 일천만 서울시민을 상대로 하는 교육을 총괄하는 서울시교육청에서는 지금 정도면 각 지자체별로, 그다음에 교육지원청별로 최소한 공교육을 활성화시킬 수 있는 대책인 사교육의 실태 정도는 파악할 수 있는 맞춤식 공교육 활성화 방안을 만들기 위해서라도 필요하다고 봅니다. 그렇죠? 그러면 통계청이 됐든 교육부가 됐든 이것을 설득시켜야 될 것 아니겠어요. 설득시키든 어떻게든 해서 자료를 만들어야 되죠. 이 자료 없는 공교육 계획을 세운다는 것은 눈 가리고 아웅 하는 것이고요. 보시다시피 자료 없이 어떻게 계획을 세울 수가 있겠어요. 그렇지 않겠어요, 기조실장님?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1323,위원님 말씀대로 ’11년에 시도를 했다니까 다시 한 번 방안을 검토해 보겠습니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최기찬 위원,1324,그리고 마지막 한 가지 더 여쭤볼 것은 제가 1분 50초가 있어서 여쭤보고 싶은데 학교평등예산제 2016년도에 설문조사만 하고 분석한 자료가 없더라고요. 설문조사한 것으로 2017년도 예산을 책정한 것 같아요. 한번 그거 보시고 분석자료가 있으면 본 위원에게 주십시오.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1325,알겠습니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최기찬 위원,1326,이상입니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,위원장 장인홍,1327,수고하셨습니다. 다음은 최선 위원님 질의해 주시기 바랍니다.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1328,최선 위원입니다. 기조실장께 질의하도록 하겠습니다. 서울특별시립학교운영위원회 구성 및 운영 등에 관한 조례가 올해 일부 개정된 것 알고 계세요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1329,정확히 어떤 부분 말씀하시는지…….,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1330,"이게 쟁점이 됐던 것인데 학교운영위원회 구성원으로 될 때 자격, 기억하시나요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1331,네.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1332,정당의 당원은 될 수 없는 자격이 사라졌습니다. 그래서 정당에 가입하거나 그렇지 않든지 간에 관계없이 학교운영위원회 성원이 될 수 있습니다. 맞죠?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1333,네.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1334,그런데 제가 주신 자료를 검토하다 보니까 우리가 이러저러한 학부모 활동과 관련해서 서울학부모지원센터를 운영하고 있습니다. 맞나요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1335,"네, 맞습니다.",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1336,"서울학부모지원센터 홈페이지에 학교운영위원회를 클릭하고 학교운영위원회 소개를 들어가면 학교운영위원회 구성에 여전히 위원의 자격과 운영위원으로 선출할 수 없는 자를 어떻게 하고 있냐면 국가공무원법 제33조로 규정하고 있는 공무원 결격사유에 해당하는 자, 여기에는 금치산자 등 정상적으로 판단할 수 없는 사람을 제외하는 거니까 맞는 거고, 여전히 ‘정당의 당원인 자’ 이렇게 되어 있습니다.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1337,바로 정비하도록 하겠습니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1338,"앞서 존경하는 조상호 위원님과 감사관 이야기하시는 가운데서도 단순히 홈페이지를 뭐랄까요 반영을 하고 안 하고의 문제가 아니라 이게 굉장히 쟁점이 됐던 조례였습니다. 8월에 오셨으니까 잘 모르실 수 있겠지만 당시에 이 조례가 정당의 당원인 자가 학교운영위원이 될 수 있는지 없는지와 관련해서 그리고 9대 서울시의회가 정당의 당원인 자를 학교운영위원이 될 수 없는 것을 관계없이 다 모두 열어두도록 하는 데 있어서 굉장히 단위학교에서는 반대성명도 있었습니다. 하지만 정당 당원인 것이 어떻게 학교운영위원이 되는 데 결격사유가 되느냐 해서 힘들게 통과됐던 조례인데 이게 실제 주요하게 학교운영위원회 내용이랄지 어떻게 하면 학부모들이 학교운영위원회를 잘 민주적으로 운영할지에 대해서 안내하고 있는 핵심센터인 거잖아요, 서울학부모지원센터가. 그런데 여기에 그대로 여전히 정당의 당원인 자는 학교운영위원회 위원이 안 되는 것으로 안내되어 있단 말이죠.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1339,업데이트를 못 한 것 같은데 바로 조치하도록 하겠습니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1340,"그래서 단순히 홈페이지만 이렇게 됐겠느냐, 일도 그렇게 했던 게 아니냐라는 합리적 의심을 할 수밖에 없는 상황인 거고요. 계속해서 질의드릴게요. 앞서도 약간 비슷한 게 나오긴 했는데 보니까 자료에 의하면 저소득층 자녀 학비지원 예산현액 대비 실제 불용률 10%, 이게 전체 대비 10%라면 불용률이 그다지 높지 않다고 생각할 수 있는데 이게 현액 자체가 원체 큰 예산이라서 실제 불용 자체가 주신 자료에 의하면 35~36억 가까이가 불용될 예정으로 보인단 말이죠. 이게 이렇게 예산현액 대비 불용률이 높은 이유가 뭘까요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1341,교육비와 교육급여 전체예산 평균이 전년 대비 지원청에서 학교로 가는 3분기 교부시기가 늦었다고 합니다. 어쨌든 현재는 교부 완료해서 현재 집행률은 74%까지 나오고 있습니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1342,"현재 집행률이 그런 것이고 저희에게 2018년 예산현액 불용 자료 주신 것에 의하면 예상키로 올 연말이 지나도 10%는 불용될 것이다 이렇게 예상하신다고 저희한테 주셨어요. 그런데 그 10%가 한 35억 가까이가 되니까 전체 예산 파이가 큰 예산 목인 거잖아요, 이 사업이. 사실 다른 사업 할 수 있는 35억 못 쓰게 되는 거니까, 이게 늘 그만큼 불용될 수밖에 없는 구조인 것인지 아니면 개선할 수 있는 게 있는데 안 되고 있는 것인지를 여쭙는 거예요.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1343,"보면 이게 교육급여, 교육비 지원은 불용이 돼서 항상 문제가 되고 있는데 그게 정확히 예측하기가 어려운 면이 있는 것 같습니다. 신청 대비 지금 불용률이어서 저희가 학교에서 신청할 때, 그러니까 수요를 다 받아서 저희는 예산을 세우는, 즉 국가적으로도 그렇고 이게 내려오는 예산이……. 그런데 법상으로는 신청하면 또 반드시 지원하여야 한다고 되어 있어서 저희가 예산편성을 신청으로 하는 거거든요. 그런데 신청부터 말씀하신 대로 그렇게 수요를 정확히 예측을 못하는데 문제는 그런 생각이 있는 것 같아요, 부족하면 큰 문제가 생기니까. 왜냐하면 법정으로 지급하여야 한다고 되어 있기 때문에 그런 것도 제가 볼 때는 작용을 하는 것 같습니다. 어쨌든 수혜층을 현장에서 좀 정확히 하도록 노력하겠습니다.",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1344,한 3년에서 5년 정도 지원했었던 통계만 있어도 대략 신청은 이렇게 들어오지만 실제 집행되는 것은 이렇다 패턴이 나올 거라고 봐서 관련해서 잘 살펴봐주시면 목은 잡아놓고 예산 통과시켰는데 못 써서 그냥 남기는 돈이 아닐 수 있을 것 같아서 의견을 드렸습니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1345,네.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1346,"저희가 교육감 출범준비위원회 관련해서 지난번 업무보고 때도 말씀을 나눴는데 궁금한 게 있어서, 단순질의인데요 원래 2017년에 2018년 예산을 세우면서 교육감 출범준비위원회 예산이 일부 있었고 그다음에 특교로 또 6,500만 원인가 있더라고요. 이게 어떤 항목으로 특교신청을 해서 교부받은 것일까요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1347,특별교육재정수요로…….,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1348,"저희한테 주신 업무보고 자료에 있는 특교가 특별교육재정수요 자체예산을 썼다는 말이에요, 교육감 출범준비위원회에서?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1349,잠시만요.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1350,저는 교육부에서 받은 것으로 보이는데 어떤 항목으로 한 것인지요.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1351,"교육청 자체 특별교육재정수요 경비로 그중에서, 그러니까 예비비 플러스……. 잠시만요, 죄송합니다.",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1352,업무보고자료 66쪽 보면 예산집행현황에…….,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1353,"네, 죄송합니다. 교육감 출범준비위로는 6,800만 원이 예비비로 지원이 되었습니다. 위원 수당과 기타 사무실임차료, 용품, 백서발간 등이 있습니다.",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1354,그러면 여기 예비비라고 써야 되는 것 아니에요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1355,지금 주요업무보고 자료 갖고 계신 것이지요?,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1356,네.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1357,"이것은 사업명입니다. 사업명이 공약이행관리, 지금 주요업무보고자료 보고 계시는 것이지요? 66페이지 맞습니까?",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1358,네.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1359,"공약이행관리라는 사업명이고요, 여기 특교 등이라고 되어 있어서, 아마 칸이 좁아서 이 보고자료 양식이 본예산과 본예산이 아닌 예산으로 된 양식이어서…….",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1360,"잠깐만요. 혹시 목이 잡혀있는 것은 본예산이라고 표시하시고, 여쭈어보는 거예요, 여기 특교 예비비 쓰셨다고 하면 예비비도 2018년 예산에 통째로 포괄비로 통과를 시켜 주었겠지요.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1361,"그렇지요, 107억 원 있습니다. 그중에서 6,800만 원이 예비비로 지출이 되었는데 여기 특교 등이라고 되어 있는 것이 특교, 예비비, 기타 본예산이 아닌 칸인데 이것이 표시가 되어서 그렇게 보실 수 있습니다.",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1362,"하나만, 이것은 확인을 좀 하죠. 여기 2018년 예산을 표시해 주실 때 목을 잡아서 그 사업을 정확하게, 뭐라고 그러죠, 구체적인 단위사업 목으로 표시가 된 것으로 지출한 것은 본예산 항목에 쓰신 것이고, 예비비 등 2018년에 통과된 예산 중에 포괄비로 있는 것 중에 갖다 쓴 것은 이렇게 특교 등이라고 표시한다고요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1363,예비비도 이 공약이행관리라는 사업명으로 나중에 편성되었다는 뜻입니다. 그러니까 본예산은 본예산 편성안에 애초에 이 사업명으로 있던 예산이고요.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1364,"네, 알겠습니다. 단위사업명으로 표시되지 않은 것을 사용하였을 때 이렇게 표기하였다 이렇게 이해하면 되는 것이지요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1365,"아니요, 단위사업명이 공약이행관리…….",기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1366,"본예산 밑에는 단위사업명으로 공약이행사업이라고 적혀 있기 때문에 본예산 2,000만 원인 것이고, 특교 등은 단위사업으로 표기되지 않았으나 예비비로 갖다 썼기 때문에 특교 등으로 해서 6,800을 갖다 썼다…….",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1367,특교나 예비비를 편성해서 쓸 때 이 항목으로 편성을 했다는 뜻입니다.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1368,같은 말을 잘 이해를 못하신 것 같은데요…….,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1369,네.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1370,"아닌데 네라고 그러지 마시고요. 뭐냐 하면 이게 혼동될 수 있을 것 같아서 확인하는 거예요. 본예산인데 2,000만 원은 앞에 업무보고 자료에 있는 체계적 공약관리로 혁신미래교육 안착 지원 강화 등의 사업 등이 있는데 그 사업목으로 단위사업으로 2,000만 원을 예산을 잡아놓고 집행한 것은 본예산인 것이고요, 맞지요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1371,네.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1372,"그런데 당시에 본예산으로는 2,000만 원밖에 쓰지 않았으나 예비비 등 다른 사업으로 갖다 쓴 거예요, 이 사업을 진행하면서. 그런 것은 특교 등 밑으로 6,870만 원인 것이고요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,기획조정실장 권성연,1373,네.,기획조정실장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,최선 위원,1374,그것을 계속해서 여쭤본 것이었어요. 알겠습니다. 이상입니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,위원장 장인홍,1375,수고하셨습니다. 다음은 여명 위원님 질의해 주시기 바랍니다.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,여명 위원,1376,PPT 준비가 되어 있나요? (관계공무원 PPT자료 설치) 준비 다된 것인가요? 시간을 지체시켜서 죄송합니다. 자유한국당 여명입니다. 감사관님께 질의하겠습니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,감사관 이민종,1377,"네, 말씀하십시오.",감사관
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,여명 위원,1378,"다음 화면에 보이는 것은 숭실고등학교의 채용비리 의혹입니다. 현재 숭실고등학교에서 일어나고 있는 일이고요, 모두 공개채용이었으나 교장의 경우 정관에 의하면 교장공모자격이 없음에도 내부 공모에 의해 선임이 되었고요. 또 종교교사, 체육교사, 음악교사는 1차 시험 결과가 다른 지원자들에 비해서 매우 낮은 수준이었으나 2차 면접 및 필기에서 높은 점수를 획득해 임용이 되었습니다. 모두 전 교장이나 현 교장의 인맥관계입니다. 서울시교육청이 숭실고등학교에 관선이사를 파견한 이후 그 체제에서 일어난 일입니다. 시 교육청의 책임이 결코 가볍지 않다고 저는 생각하는데요.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,감사관 이민종,1379,제가 아는 대로 말씀을 드려도 되겠습니까?,감사관
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,여명 위원,1380,제 질의부터 들으시지요. 임시이사 선정기준부터 말씀해 주시기 바랍니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,감사관 이민종,1381,임시이사는 저희가 관할하지 않습니다.,감사관
서울특별시의회 회의록,10,행정사무감사,교육위원회,제284회[정례회] (2018.11.01 ~ 2018.12.20),"서울시교육청 대변인, 감사관, 총무과, 기획조정실, 11개 교육지원청(2)",2018.11.05 월요일,여명 위원,1382,어디서 관할하나요?,위원
