회의록구분,대수,회의구분,위원회,회수,피감사기관,회의일자,발언자,발언순번,발언내용,기관구분
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,127,"인센티브 문제는 저는 좀 아닌 것 같은데요. 이유가 과장님께서 소위 말해서 편의점에 가서 아주 소정의 금액을 구매하셔도 보통은 카드로 합니다. 당연히 카드가 돼 있고 현금을 보유하고 있는 율은 적습니다. 그런데 제가 봤을 때 그래서 현금을 하지 않고 카드로 하면 인센티브를 준다는 것이, 그것도 교육기관인 유치원에서 그렇다는 것이 저는 납득이 되지 않아요. 말씀하신 것처럼 카드 수수료가 부담이 된다면 카드 수수료에 대해서 우리 교육청이 그 방법을 강구해야지 카드결제를 유도하기 위해서 인센티브 사업을 주겠다…….",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,128,카드 수수료는 저희가 지금 100% 지원을 하고 있습니다.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,129,지원하고 있는데 왜 카드를 안 받죠?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,130,그런데 지금 시스템상으로 조금 문제가 있어서…….,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,131,무슨 시스템이요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,132,저희가 교육부에 건의도 하고 있는데요. 저희가 에듀파인이 도입되면서 프로그램하고 카드 결제하는 부분이 바로 연계가 돼서 업무적으로 쉬워야 되는데 지금 CMS나 스쿨뱅킹 같은 경우에는 결제처리과정이 바로 연결이 돼서 업무가 쉬운데 에듀파인이 3월에 전면 도입되면서 그 부분이 프로그램상 연계가 안 되어 있어서 추가적인 업무가 발생하고 있다 보니까 유치원에서 많이 이용을 못하는 부분도 있어요.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,133,카드결제 납부는 업무에 있어서 불편감이 있고 현금납부는 업무가 에듀파인 사용하는 데 있어서 편리하기 때문에 사용하신다고 지금 말씀하시는 거예요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,134,네.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,135,이게 그렇게 답변이 받아들여지는 것이…….,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,136,그래서 그 부분을 개선하기 위해서 교육부에 지금 계속 이야기하고 있고 현장에서 카드를 많이 받을 수 있도록 하기 위해서 저희가 홍보도 하고 애쓰고 있습니다.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,137,"아니, 과장님, 에듀파인 시스템을 도입하는 데 있어서 지금 우리나라 대한민국이 이제야 카드사용이 원활해지는 것이 아니라 자리 잡은 지가 꽤 됐습니다. 오히려 현금결제가 불편한 사회예요. 어떤 일정 특정 카페들은 현금결제를 받지 않는 곳도 있어요, 현금은 받지 않는다고 쓰여 있어요.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,138,"네, 맞습니다.",유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,139,어디 갔을 때 신분증 대신해서 신용카드로 한번 결제해서 본인의 신분을 확인하는 곳도 있습니다. 그런데 카드결제가 에듀파인 시스템이 안 돼서 현금결제가 편리하다 이렇게 말씀하시는 것은 과장님 너무 무책임하신 것 같고.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,140,그래서 교육부에다 이것은 에듀파인 프로그램…….,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,141,교육부에 건의하는 것을 떠나서 우리 서울시교육청이 그런 방안을 강구해서 충분히 대책을 낼 수 있는 거잖아요? 카드결제가 원활하게 돼서 업무에 편리함을 줄 수 있는 것이 당연한 것 아닙니까? 지금 카드 수수료까지 전부 100% 보전하고 있는데?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,142,그런데 에듀파인을 전면 도입해서 에듀파인상으로 하도록 되어 있는데요 이 에듀파인 프로그램은 저희 서울시에서 전체적으로 할 수 있는 사항은 아니어서 그 부분에 대한…….,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,143,그러니까 에듀파인 시스템 자체가 돼 있는 것은 알겠는데 에듀파인에서 결제까지 현금결제를 유도하게 돼 있냐는 거죠?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,144,"아니, 카드로 결제하고 나면 부과업무가 굉장히 많아지다 보니까…….",유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,145,어떤 부과업무가 생기는데요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,146,예를 들어서 CMS로 결제하면 바로 에듀파인에서 불러지는데 여기는 일일이 카드 승인한 그것을 입력을 해야 되는 상황이고 그다음에 그 개인을 찾아서 입력해야 되는 이런 상황이 있습니다. 그래서 현장 입장에서는 이게 굉장히…….,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,147,그러면 현금결제하면요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,148,현금결제하면 에듀파인하고 연계가 돼서 그 결제사항이 클릭하면 바로 불러지는데 지금 불러지는 상황이 아닙니다. 그러다 보니까 현장에서 조금 불편해 하고 있습니다.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,149,"아니, 현금결제를 하면 에듀파인이 불러지고 카드결제로 하면 전자인데도 이게 불러지지 않는다는 것이 저는 그게 무슨 말인지, 그 자료를 저한테 주실래요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,150,네. 제가 설명 따로 드리겠습니다.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,151,저는 이해가 안 돼요. 현금결제를 받아도 누가 나한테 돈을 냈는지 저는 제가 확인해야 된다고 생각하거든요.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,152,에듀파인상으로 지금 그런 게 연계가 안 돼서 현장에서 사용하기가 불편한 부분이 있는데요.,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,153,현금 받으면 현금은 받는 즉시 컴퓨터에 연결되고요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육과장 오필순,154,결제하면 프로그램에 의해서 불러지는데 안 불러져서…….,유아교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,155,잠시만요. 아시는 분 있으세요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,156,제가 보충해서 말씀을 드리면요…….,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,157,"네, 국장님 말씀하세요.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,158,"에듀파인을 설계할 때 카드결제 시스템과 연계시키지 않고 미탑재가 됐다고 합니다, CMS나 이런 것은 해 놓고. 그래서 그 부분을 수정해 달라고 지금 교육부에 건의를 한 상태고요.",교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,159,과장님 들어가세요.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,160,"그다음에 현금결제를 하는 이유가 공립유치원이 9,200원 정도밖에 내지 않는다고 합니다. 그래서 오히려 학부모들이 불편해 한다고 합니다. 9,200원에 불과하기 때문에 그냥 현금을 선호한다 이렇게 보고를 받았습니다.",교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,161,"9,200원이라 현금을 선호하신다? 지금 CMS처럼 자동이체가 됩니까, 유치원은? 진흥원장님 잠깐 답해 보세요. 유치원이 자동이체시스템을 대다수 도입해 놓은 겁니까?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,유아교육진흥원장 강경숙,162,"현금결제라는 것이 행정실에서 아이들 처음에 입학할 때 계좌를 등록합니다. 그래서 행정실 직원이 그 액수만큼 원단위까지, 9,230원이면 9,230원 해서 일괄적으로 스쿨뱅킹을 하거든요. 그러니까 그 데이터를 에듀파인에서 끌어올 수가 있는 거예요. 그 차원입니다, 현금결제 저기가 아니고.",유아교육진흥원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,163,"좋습니다. 그러면 현금결제가 자동이체 형식을 말씀하시는 건데 그렇지 않게 하고 있는 유치원도 있는 것 같습니다. 아이들이랑 갔을 때 직접 가서 납부를 하는 경우도 있고요. 왜냐하면 유치원은 초등학교나 일반 각급 학교와는 다르게 아침마다 데려다 주는 경우가 많잖아요. 그때 현금을 냈을 때 학부모들이 불편함도 있는 것 같습니다. 그러니까 저는 아까도 말씀드렸지만 우리 교육청의 행정을 죽 보다 보면 일관성이 조금 부족하지 않나, 사실 우리 일반 행정공무원도 그렇고 교육청도 그렇고 전부 다 소위 말하는 동일성을 요구하지 않습니까? 사실상 같은 것은 같게 봐야 됩니다. 즉 같이 징수하는 거면 전체가 다 같아야 되는데 A와 B가 다르다면 안 되는 겁니다, 특히 모두가 해야 되는 상황에서는. 특히나 이런 것은 다를지언정 사실은 결제하는 부분이나 교육의 수혜를 받는 데 있어서는 동일한 조건으로 받아야 된다는 얘기인 거죠. 이점에 대해서 감안해 주시면 좋을 것 같고요. 마지막으로 간단하게 여쭤보면 저는 그래서 궁금한 것이 이렇게 받았을 때 우리가 지금 아이들 원비는 나가지 않는데 그 외에, 학교는 비용들이 전부 다 소득공제 되는 교육비로 충당이 된다고 얘기를 합니다. 유치원은 교육비 소득공제에서 제외된다는 민원들이 있었는데 그게 맞나요? 사실확인차 제가 여쭤보는 겁니다. 특별활동비라든지 그 외 비용은 소득공제 때 해당사항이 안 된다고 합니다. 유치원에서 교육비납입증명서를 발급할 때 근거가 뭡니까?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,164,교육비 소득공제 된다고 합니다.,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,165,전원 다 되는 것으로 지금 확인되는 겁니까?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,166,네.,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,이동현 위원,167,알겠습니다. 그것에 대해서는 혹시 근거가 있으면 그 근거를 저한테 제출해 주시면 감사하겠습니다. 이상입니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,168,그렇게 하겠습니다.,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,위원장 최기찬,169,이동현 위원님 수고 많이 하셨습니다. 황인구 위원님 이어서 질의해 주시기 바랍니다.,위원장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,170,황인구 위원입니다. 어제에 이어서 오늘도 이렇게 감사받느라 고생 많다는 말씀을 드리고요. 교육혁신과장님보다도 우리 정책국장님이 같이 대화를 나누는 것이 좋겠습니다. 이번에 우리 교육혁신과에 생태전환교육팀을 두셨죠?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,171,그렇습니다.,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,172,이번에 새로 신설한 팀이죠?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,173,그렇습니다.,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,174,"그전에 우리 교육청에 보면 학교환경교육 진흥 조례라고 있었어요. 그래서 그 조례 내용에 따라서 실질적으로 환경교육이 그렇게 원활하게 잘 되지는 않았던 것 같아요, 제가 봤을 때는. 정책국장님, 과거에 환경교육 관련해서 어땠어요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,175,학교에서 환경교육은 대게의 경우에 과학 담당하는 선생님들이 맡고 계신데요. 환경교육을 담당하는 선생님이 있고 그 선생님은 그러한 환경교육을 정기적으로 하게 돼 있었고 진행을 해 왔습니다.,교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,176,"생태전환교육팀 장학관님 나오셨어요? 안 계세요? 혁신과장님만 나오셨구나. 앉아 계시고요. 최근에 전 세계가 코로나 팬데믹으로 상당히 어려운 상황에 직면해 있고 일부 학자들은 이게 기후변화에 의해서 발생이 됐다는 이런 의견도 있고 그런 과정에서 우리 교육청이 지금 생태전환교육을 통해서 기후변화시대에 기후위기, 더 나아가서 기후비상사태에 대한 대비를 사전에 하고자 하는 생태전환교육은 매우 적절했다. 어떻게 보면 늦은 감이 없지 않아 있었다, 그럼에도 불구하고 금년을 생태전환교육 원년으로 삼고 우리 교육청이 이런 팀제를 두고 중장기계획까지 세웠더라고요. 매우 잘했다는 말씀을 드리고. (자료화면을 보며) 화면 PPT를 보겠습니다. 우리 어린이들을 중심으로 해서 저런 활동들을 하고 있어요. 뭐냐 하면 최근에 우리 정부에서 경제, 기후, 환경위기를 극복하기 위한 국가전략으로 그린뉴딜사업을 발표한 것도 있습니다. 거기에는 여러 가지 하드웨어적인 측면의 이런 사업내용들이 있는데 교육에 관련된 내용은 사실 그렇게 많지 않아요. 그래서 지금 저렇게 동북아시아에 있는 아이들이 또 우리나라에 있는 어린 학생들이 이 기후위기에 대한 의식을 어려서부터 갖고 자기들 스스로 저런 활동을 하고 있어요, 말 그대로 지구지킴이 형태로 해서 여러 가지 캠페인도 하고 있고. 그래서 상당히 나는 어떻게 보면 우리 어른들 세대보다 아이들이 더 지금 현재 기후위기 문제에 상당히 많은 관심을 갖고 있다 이런 생각을 하게 됐어요. 그래서 이번에 우리 교육청 생태전환교육을 통해서 우리 아이들이 의식변화를 가지고 기후위기변화시대에 뭐랄까, 지역에 더 나아가서 국가적인 문제에 항상 대응하고 그에 따라서 행동할 수 있는, 그런 의식함양을 할 수 있는 아이들로 자라날 수 있다고 보는 측면에서 이 생태전환교육은 매우 필요하다. 그리고 현재 우리가 이것을 실천적으로 진행하려고 한다면 우리 전체 수업시수에 일정 부분 반영을 시켰으면 좋겠는데 혹시 정책국장님 그럴 계획 갖고 계세요? 생태전환교육을 몇 % 정도 반영시킬 계획을 갖고 있어요? 일부는 여러 가지 교과교육의 양이 많다 보니까 교과교육 틀 안으로 가져오기 어려운 부분이 있지 않느냐, 그게 교사들한테 부담을 주는 것이 아니냐라고 하는 측면도 없지 않아 있습니다. 그럼에도 불구하고 우리 교육정책국에서는 어떻게 생각하세요?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,177,"두 가지 관점에서 말씀을 드리면 한국에서 학습의 양이 너무 과다하게 학생들의 성장에 부담이 될 정도로 많다는 지적, 비판은 예전부터 있어 왔고요. 그럼에도 불구하고 학습량을 적정하게 유지하기 위해서 지금 최대치로 운영하고 있다고 생각을 합니다. 그래서 저희들은 지금 위원님의 말씀대로 기후위기는 현재뿐만 아니라 미래 후세까지의 삶의 문제이기 때문에 그 중요성의 인식을 충분히 하고 그 인식을 키우려고 노력하고 있고요. 그다음에 획일적으로 늘리지는 못해도 환경과목이 선택과목으로 있는데 학교에서 구성원들이 합의를 해서 환경과목을 선택할 수 있도록 안내를 하고 교육과정의 각 부분들에 보면 환경을 다루는 단원들이 포함돼 있는 교과가 꽤 있습니다. 그런 학교에서 꼭 과학과목이 아니어도 예를 들어서 윤리과목에 있어서도 환경과 자연윤리 이런 것을 다룰 수 있는 것으로 인식을 전환하고 제고할 수 있는 융합교육 쪽으로 안내를 하고, 이 부분은 저희 교육청뿐만 아니라 위원님이 지적하신 대로 많은 국민들의 공감이 확산되고 있기 때문에 앞으로 그런 쪽으로 갈 생각을 하고 있습니다.",교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,178,"우리가 이렇게 선언적 의미를 넘어서서 이제는 실행적 단계로 가야 된다, 말 그대로 행동하는 단계로 가야 된다 이런 측면에서 저는 교육청이 조금 더 적극적인 생태전환교육을 실시했으면 좋겠다, 더 나아가서 본 위원도 지금 현재 관련부서하고 조례 제정을 추진하고 있습니다. 제정을 추진하면서 필요하다면 생태전환교육에 따른 기금까지도 조성을 해서 적극적으로 우리 생태전환교육을 활성화시키고 그에 따라서 우리 미래세대 아이들에게 기후환경의 중요성을 일깨워주는 것이, 물론 다른 수업의 내용도 매우 중요하지만 자연과 가장 가까워지는, 자연의 법칙을 이해하는 이런 교육이 어떻게 보면 가장 기초적인 교육이다, 가장 필수적인 교육이다 이렇게 생각을 합니다. 그래서 어려운 가운데서 사실 교육적 관점을 놓고 다 말할 순 없지만 이 부분이 우리 교육계 범주에 들어온 이상 말 그대로 제대로 좀 이루어졌으면 좋겠다, 그래서 우리 정책국장님께서 꼭 좀 챙겨주시기 부탁을 드리겠습니다.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,교육정책국장 강연흥,179,"네, 그렇게 하도록 하겠습니다.",교육정책국장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,180,특히 우리 부교육감님께서도 교육부하고도 근무를 해보셨기 때문에 이게 우리 서울시교육청을 넘어서서 어떻게 보면 우리 서울시교육청이 생태전환교육의 선도적인 교육청으로 거듭날 수 있도록 부교육감님 꼭 신경 쓰시길 부탁을 드리겠습니다.,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,부교육감 김영철,181,"네, 저도 적극 노력하겠습니다.",부교육감
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,182,"그리고 초등교육과장님 자리 좀 한번 해주십시오, 초등교육과장님.",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,초등교육과장 최규애,183,초등교육과장 최규애입니다.,초등교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,184,"네, 고생 많습니다. 사교육비 경감대책에 대해서 말씀드리겠습니다. 우리가 지금 사교육 경감 세부추진계획을 통해서 사교육비 경감을 시키기 위해서 노력하고 있는 것은 본 위원이 알고 있습니다. 그렇게 하고 계시죠?",위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,초등교육과장 최규애,185,"네, 그렇습니다.",초등교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,186,지금 금년 통계를 보게 되면 사교육비 중에 가장 높은 비중을 차지한 부분이 체육 과목으로 나타났어요. 혹시 그 내용 알고 계세요?,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,초등교육과장 최규애,187,전체적인 흐름만 저희가 통계를 보고 있고요.,초등교육과장
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,황인구 위원,188,구체적으로는…….,위원
서울특별시의회 회의록,10,행정사무감사,교육위원회,제298회[정례회](2020.11.02 ~ 2020.12.22),"교육정책국, 과학전시관, 교육연수원, 유아교육진흥원(2)",2020.11.06 금요일,초등교육과장 최규애,189,"초등 같은 경우에 문화, 예술, 체육 이런 부분 금액이 좀 올라가고 있다 그런 건 파악하고 있습니다.",초등교육과장
